timestamp,account,label,symbol,side,qty,entry,exit,exit_reason,pnl_r,pnl_usd,mae,mfe
2026-08-04T06:12:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5355,5353.36,TARGET,1.64,67.24,1.55,3.68
2026-08-04T06:46:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,2,5326,5326.52,TARGET,0.52,21.32,0.41,2.21
2026-08-04T07:06:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,2,5328,5327.58,ADVERSE_TAPE,-0.42,-17.22,3.29,3.82
2026-08-04T09:29:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5316,5316.87,STOP,-0.87,-35.67,4.19,1.85
2026-08-04T10:09:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5342,5341.21,STOP,-0.79,-32.39,2.69,4.59
2026-08-04T11:11:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5352,5350.25,ADVERSE_TAPE,1.75,71.75,0.84,4.86
2026-08-05T03:08:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5316,5316.54,TARGET,0.54,22.14,1.79,4.58
2026-08-05T03:17:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5311,5313.14,ADVERSE_TAPE,2.14,87.74,2.31,5.11
2026-08-05T03:45:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,1,5358,5359.06,STOP,-1.06,-43.46,3.86,3.23
2026-08-05T03:45:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,1,5329,5329.13,ADVERSE_TAPE,-0.13,-5.33,6.08,1.1
2026-08-05T04:36:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5327,5327.75,TARGET,0.75,30.75,0.8,5.27
2026-08-05T05:19:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5302,5303.36,TARGET,1.36,55.76,2.05,5.29
2026-08-05T05:21:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,3,5357,5357.87,ADVERSE_TAPE,0.87,35.67,1.82,5.35
2026-08-05T07:22:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5312,5311.36,STOP,-0.64,-26.24,3.25,5.15
2026-08-05T08:42:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5306,5304.16,ADVERSE_TAPE,1.84,75.44,1.25,7.21
2026-08-05T10:28:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5312,5310.93,TARGET,1.07,43.87,0.89,2.53
2026-08-05T10:40:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,2,5349,5346.05,ADVERSE_TAPE,2.95,120.95,1.78,9.69
2026-08-05T10:52:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5329,5328.07,TARGET,0.93,38.13,2.61,5.51
2026-08-05T11:18:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,2,5338,5337.38,TARGET,0.62,25.42,0.61,4.64
