timestamp,account,label,symbol,side,qty,entry,exit,exit_reason,pnl_r,pnl_usd,mae,mfe
2026-08-04T06:46:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,2,5326,5326.52,TARGET,0.52,21.32,0.41,2.21
2026-08-04T06:55:00Z,APX-4417K2,Apex,MES,SHORT,2,5301,5297.96,TARGET,3.04,190,2.25,6.47
2026-08-04T07:06:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,2,5328,5327.58,ADVERSE_TAPE,-0.42,-17.22,3.29,3.82
2026-08-04T07:51:00Z,APX-4417K2,Apex,MES,SHORT,3,5317,5314.29,TARGET,2.71,169.38,0.84,6.38
2026-08-04T09:23:00Z,APX-4417K2,Apex,MES,LONG,2,5305,5304.64,STOP,-0.36,-22.5,6.44,3.85
2026-08-04T09:29:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5316,5316.87,STOP,-0.87,-35.67,4.19,1.85
2026-08-04T09:48:00Z,APX-4417K2,Apex,MES,SHORT,3,5309,5306.36,ADVERSE_TAPE,2.64,165,2.56,5.51
2026-08-04T10:09:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5342,5341.21,STOP,-0.79,-32.39,2.69,4.59
2026-08-04T11:11:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5352,5350.25,ADVERSE_TAPE,1.75,71.75,0.84,4.86
2026-08-04T11:36:00Z,APX-4417K2,Apex,MES,SHORT,2,5328,5328.33,STOP,-0.33,-20.63,5.81,3.8
2026-08-05T03:08:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5316,5316.54,TARGET,0.54,22.14,1.79,4.58
2026-08-05T03:17:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5311,5313.14,ADVERSE_TAPE,2.14,87.74,2.31,5.11
2026-08-05T03:45:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,1,5358,5359.06,STOP,-1.06,-43.46,3.86,3.23
2026-08-05T03:45:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,1,5329,5329.13,ADVERSE_TAPE,-0.13,-5.33,6.08,1.1
2026-08-05T04:36:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5327,5327.75,TARGET,0.75,30.75,0.8,5.27
2026-08-05T05:13:00Z,APX-4417K2,Apex,MES,LONG,2,5325,5326.29,TARGET,1.29,80.63,1.61,4.7
2026-08-05T05:18:00Z,APX-4417K2,Apex,MES,SHORT,2,5307,5307.93,STOP,-0.93,-58.13,5.92,3.7
2026-08-05T05:19:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5302,5303.36,TARGET,1.36,55.76,2.05,5.29
2026-08-05T05:21:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,3,5357,5357.87,ADVERSE_TAPE,0.87,35.67,1.82,5.35
2026-08-05T07:02:00Z,APX-4417K2,Apex,MES,SHORT,2,5319,5319.8,ZONE_INVALID,-0.8,-50,4.32,2.05
2026-08-05T07:22:00Z,LT-ON5X6Q58,Lucid,MNQ,LONG,1,5312,5311.36,STOP,-0.64,-26.24,3.25,5.15
2026-08-05T08:26:00Z,APX-4417K2,Apex,MES,LONG,3,5346,5345.25,STOP,-0.75,-46.88,2.32,5.27
2026-08-05T08:42:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5306,5304.16,ADVERSE_TAPE,1.84,75.44,1.25,7.21
2026-08-05T08:47:00Z,APX-4417K2,Apex,MES,LONG,1,5326,5325.64,STOP,-0.36,-22.5,2.27,1.83
2026-08-05T09:01:00Z,APX-4417K2,Apex,MES,LONG,3,5308,5310.66,TARGET,2.66,166.25,1.61,7.82
2026-08-05T09:09:00Z,APX-4417K2,Apex,MES,LONG,3,5321,5320.52,ZONE_INVALID,-0.48,-30,4.07,1.25
2026-08-05T09:12:00Z,APX-4417K2,Apex,MES,SHORT,3,5335,5335.77,STOP,-0.77,-48.13,2.84,1.73
2026-08-05T09:42:00Z,APX-4417K2,Apex,MES,LONG,2,5321,5322.08,ADVERSE_TAPE,1.08,67.5,1.92,6.05
2026-08-05T10:28:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5312,5310.93,TARGET,1.07,43.87,0.89,2.53
2026-08-05T10:40:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,2,5349,5346.05,ADVERSE_TAPE,2.95,120.95,1.78,9.69
2026-08-05T10:52:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,3,5329,5328.07,TARGET,0.93,38.13,2.61,5.51
2026-08-05T11:04:00Z,APX-4417K2,Apex,MES,SHORT,1,5305,5302.81,TARGET,2.19,136.88,1.31,4.92
2026-08-05T11:18:00Z,LT-ON5X6Q58,Lucid,MNQ,SHORT,2,5338,5337.38,TARGET,0.62,25.42,0.61,4.64
2026-08-05T11:29:00Z,APX-4417K2,Apex,MES,LONG,1,5350,5350.81,TARGET,0.81,50.63,2.69,3.54
2026-08-05T11:46:00Z,APX-4417K2,Apex,MES,LONG,3,5344,5343.41,STOP,-0.59,-36.88,4.62,1.46
